num_palavras,num_frases,media_palavras_frase,diversidade_lexical_ttr,num_verbos,num_substantivos,num_adjetivos,num_adverbios,num_conjuncoes,score
206.0,10.0,20.6,0.6601941747572816,24.0,50.0,18.0,17.0,13.0,520
314.0,11.0,28.545454545454547,0.6146496815286624,30.0,97.0,23.0,13.0,23.0,520
156.0,6.0,26.0,0.5769230769230769,22.0,43.0,9.0,4.0,12.0,520
200.0,10.0,20.0,0.675,24.0,56.0,14.0,8.0,15.0,520
189.0,10.0,18.9,0.6666666666666666,30.0,58.0,10.0,9.0,14.0,520
352.0,14.0,25.142857142857142,0.5738636363636364,36.0,98.0,27.0,21.0,30.0,520
185.0,10.0,18.5,0.6162162162162163,21.0,46.0,18.0,7.0,11.0,520
229.0,8.0,28.625,0.6200873362445415,30.0,51.0,13.0,22.0,19.0,520
272.0,12.0,22.666666666666668,0.5588235294117647,48.0,62.0,16.0,21.0,28.0,520
371.0,10.0,37.1,0.5660377358490566,38.0,97.0,35.0,16.0,25.0,520
340.0,4.0,85.0,0.6058823529411764,60.0,81.0,21.0,16.0,24.0,520
409.0,23.0,17.782608695652176,0.5916870415647921,51.0,101.0,32.0,22.0,26.0,520
225.0,8.0,28.125,0.6444444444444445,32.0,63.0,19.0,8.0,22.0,520
409.0,17.0,24.058823529411764,0.5476772616136919,44.0,93.0,33.0,23.0,27.0,520
208.0,7.0,29.714285714285715,0.5625,28.0,62.0,12.0,7.0,22.0,520
434.0,25.0,17.36,0.5414746543778802,50.0,127.0,31.0,28.0,22.0,520
174.0,7.0,24.857142857142858,0.6379310344827587,28.0,48.0,8.0,9.0,10.0,520
288.0,13.0,22.153846153846153,0.6319444444444444,45.0,72.0,21.0,22.0,28.0,520
198.0,7.0,28.285714285714285,0.6212121212121212,15.0,49.0,18.0,13.0,13.0,520
238.0,8.0,29.75,0.6302521008403361,23.0,63.0,13.0,15.0,13.0,520
198.0,8.0,24.75,0.6919191919191919,29.0,45.0,19.0,12.0,17.0,520
183.0,13.0,14.076923076923077,0.6120218579234973,24.0,51.0,11.0,13.0,16.0,520
191.0,10.0,19.1,0.5445026178010471,13.0,58.0,16.0,11.0,12.0,520
247.0,7.0,35.285714285714285,0.6558704453441295,33.0,69.0,15.0,16.0,21.0,520
375.0,16.0,23.4375,0.5733333333333334,41.0,102.0,26.0,15.0,23.0,520
212.0,11.0,19.272727272727273,0.6462264150943396,22.0,51.0,21.0,10.0,18.0,520
233.0,7.0,33.285714285714285,0.5793991416309013,32.0,65.0,13.0,11.0,12.0,520
408.0,21.0,19.428571428571427,0.6053921568627451,43.0,119.0,41.0,15.0,22.0,520
491.0,37.0,13.27027027027027,0.5539714867617108,63.0,120.0,37.0,33.0,38.0,520
303.0,15.0,20.2,0.5973597359735974,37.0,82.0,28.0,9.0,21.0,520
374.0,16.0,23.375,0.5106951871657754,59.0,74.0,22.0,39.0,36.0,520
253.0,10.0,25.3,0.6126482213438735,28.0,80.0,28.0,12.0,11.0,520
396.0,11.0,36.0,0.5909090909090909,49.0,97.0,42.0,36.0,28.0,520
502.0,30.0,16.733333333333334,0.5617529880478087,43.0,139.0,48.0,25.0,24.0,520
252.0,17.0,14.823529411764707,0.6468253968253969,32.0,58.0,13.0,26.0,21.0,520
267.0,12.0,22.25,0.6329588014981273,37.0,59.0,21.0,17.0,20.0,520
192.0,9.0,21.333333333333332,0.6770833333333334,25.0,44.0,17.0,13.0,10.0,520
380.0,10.0,38.0,0.6421052631578947,36.0,98.0,41.0,17.0,22.0,520
391.0,19.0,20.57894736842105,0.5601023017902813,67.0,89.0,23.0,32.0,39.0,520
257.0,9.0,28.555555555555557,0.5914396887159533,38.0,61.0,13.0,10.0,27.0,520
404.0,25.0,16.16,0.5495049504950495,56.0,101.0,43.0,25.0,27.0,520
304.0,10.0,30.4,0.5657894736842105,28.0,86.0,26.0,21.0,21.0,520
268.0,9.0,29.77777777777778,0.5746268656716418,28.0,67.0,16.0,12.0,20.0,520
293.0,14.0,20.928571428571427,0.6075085324232082,29.0,76.0,22.0,17.0,16.0,520
243.0,7.0,34.714285714285715,0.5967078189300411,23.0,67.0,26.0,7.0,13.0,520
455.0,34.0,13.382352941176471,0.5604395604395604,55.0,126.0,34.0,18.0,38.0,520
389.0,11.0,35.36363636363637,0.5655526992287918,51.0,101.0,43.0,25.0,24.0,520
196.0,11.0,17.818181818181817,0.7040816326530612,29.0,46.0,19.0,19.0,11.0,520
352.0,8.0,44.0,0.5767045454545454,47.0,80.0,33.0,28.0,38.0,520
203.0,6.0,33.833333333333336,0.6600985221674877,18.0,55.0,19.0,12.0,11.0,520
359.0,18.0,19.944444444444443,0.6183844011142061,42.0,89.0,33.0,19.0,18.0,520
370.0,13.0,28.46153846153846,0.581081081081081,51.0,96.0,32.0,18.0,31.0,520
428.0,9.0,47.55555555555556,0.5490654205607477,44.0,112.0,41.0,14.0,44.0,520
146.0,8.0,18.25,0.6643835616438356,18.0,37.0,14.0,5.0,15.0,520
269.0,11.0,24.454545454545453,0.5576208178438662,30.0,76.0,26.0,12.0,19.0,520
236.0,13.0,18.153846153846153,0.6186440677966102,29.0,62.0,23.0,13.0,18.0,520
345.0,21.0,16.428571428571427,0.518840579710145,48.0,92.0,24.0,17.0,26.0,520
317.0,14.0,22.642857142857142,0.6025236593059937,41.0,76.0,28.0,19.0,23.0,520
322.0,14.0,23.0,0.593167701863354,38.0,87.0,30.0,12.0,17.0,520
208.0,9.0,23.11111111111111,0.6346153846153846,17.0,52.0,19.0,19.0,12.0,520
283.0,10.0,28.3,0.6325088339222615,46.0,66.0,15.0,20.0,30.0,520
128.0,7.0,18.285714285714285,0.7109375,16.0,28.0,9.0,8.0,12.0,520
224.0,11.0,20.363636363636363,0.6071428571428571,25.0,60.0,17.0,9.0,12.0,520
393.0,27.0,14.555555555555555,0.5521628498727735,46.0,94.0,32.0,27.0,28.0,520
270.0,7.0,38.57142857142857,0.5814814814814815,28.0,69.0,31.0,7.0,18.0,520
336.0,16.0,21.0,0.5922619047619048,41.0,98.0,25.0,21.0,14.0,520
192.0,6.0,32.0,0.6302083333333334,29.0,50.0,16.0,10.0,14.0,520
204.0,8.0,25.5,0.6029411764705882,26.0,61.0,12.0,7.0,8.0,520
264.0,8.0,33.0,0.5681818181818182,28.0,65.0,13.0,16.0,19.0,520
366.0,12.0,30.5,0.592896174863388,47.0,90.0,28.0,15.0,36.0,520
228.0,5.0,45.6,0.5921052631578947,32.0,57.0,15.0,20.0,10.0,520
254.0,7.0,36.285714285714285,0.6259842519685039,37.0,68.0,15.0,12.0,20.0,520
341.0,6.0,56.833333333333336,0.6275659824046921,44.0,93.0,23.0,18.0,25.0,520
302.0,13.0,23.23076923076923,0.5198675496688742,39.0,75.0,12.0,23.0,30.0,520
230.0,6.0,38.333333333333336,0.5347826086956522,34.0,52.0,17.0,15.0,18.0,520
211.0,8.0,26.375,0.6398104265402843,19.0,63.0,17.0,7.0,11.0,520
313.0,12.0,26.083333333333332,0.5750798722044729,47.0,73.0,26.0,17.0,24.0,520
298.0,10.0,29.8,0.62751677852349,30.0,84.0,29.0,10.0,22.0,520
278.0,12.0,23.166666666666668,0.6151079136690647,35.0,69.0,26.0,19.0,17.0,520
153.0,7.0,21.857142857142858,0.6928104575163399,19.0,40.0,21.0,9.0,9.0,520
240.0,7.0,34.285714285714285,0.5541666666666667,28.0,68.0,23.0,13.0,13.0,520
240.0,13.0,18.46153846153846,0.5875,33.0,57.0,17.0,18.0,15.0,520
190.0,11.0,17.272727272727273,0.6368421052631579,31.0,43.0,5.0,18.0,22.0,520
283.0,14.0,20.214285714285715,0.5477031802120141,31.0,71.0,25.0,14.0,24.0,520
200.0,8.0,25.0,0.695,23.0,55.0,16.0,13.0,13.0,520
202.0,9.0,22.444444444444443,0.6485148514851485,27.0,41.0,13.0,24.0,17.0,520
283.0,11.0,25.727272727272727,0.6183745583038869,35.0,72.0,20.0,14.0,16.0,520
215.0,10.0,21.5,0.6511627906976745,26.0,53.0,21.0,11.0,13.0,560
277.0,12.0,23.083333333333332,0.5884476534296029,39.0,82.0,25.0,9.0,16.0,560
259.0,15.0,17.266666666666666,0.5521235521235521,36.0,72.0,15.0,6.0,24.0,560
181.0,11.0,16.454545454545453,0.6629834254143646,20.0,57.0,13.0,5.0,16.0,560
276.0,10.0,27.6,0.6123188405797102,32.0,80.0,24.0,16.0,9.0,560
179.0,7.0,25.571428571428573,0.7374301675977654,31.0,38.0,9.0,14.0,15.0,560
405.0,15.0,27.0,0.5654320987654321,42.0,111.0,34.0,30.0,30.0,560
287.0,11.0,26.09090909090909,0.5888501742160279,52.0,55.0,15.0,24.0,25.0,560
224.0,8.0,28.0,0.6785714285714286,28.0,51.0,20.0,11.0,21.0,560
266.0,11.0,24.181818181818183,0.6616541353383458,33.0,69.0,31.0,17.0,22.0,560
332.0,21.0,15.80952380952381,0.5692771084337349,44.0,86.0,29.0,13.0,23.0,560
175.0,10.0,17.5,0.68,30.0,48.0,17.0,12.0,11.0,560
204.0,7.0,29.142857142857142,0.6421568627450981,29.0,45.0,18.0,12.0,14.0,560
307.0,15.0,20.466666666666665,0.6058631921824105,50.0,68.0,30.0,12.0,20.0,560
295.0,10.0,29.5,0.559322033898305,29.0,79.0,23.0,17.0,24.0,560
243.0,8.0,30.375,0.5267489711934157,43.0,66.0,10.0,14.0,20.0,560
371.0,15.0,24.733333333333334,0.5741239892183289,46.0,94.0,33.0,27.0,20.0,560
301.0,14.0,21.5,0.6212624584717608,41.0,76.0,38.0,13.0,27.0,560
234.0,9.0,26.0,0.5897435897435898,35.0,57.0,23.0,11.0,24.0,560
223.0,9.0,24.77777777777778,0.6098654708520179,28.0,54.0,24.0,10.0,15.0,560
221.0,9.0,24.555555555555557,0.6153846153846154,23.0,54.0,16.0,9.0,9.0,560
235.0,14.0,16.785714285714285,0.5574468085106383,28.0,73.0,13.0,10.0,12.0,560
328.0,16.0,20.5,0.5884146341463414,34.0,88.0,35.0,7.0,30.0,560
309.0,12.0,25.75,0.6084142394822006,40.0,79.0,30.0,12.0,18.0,560
260.0,9.0,28.88888888888889,0.5346153846153846,18.0,78.0,18.0,4.0,20.0,560
359.0,17.0,21.11764705882353,0.5877437325905293,47.0,97.0,44.0,16.0,28.0,560
247.0,11.0,22.454545454545453,0.5951417004048583,20.0,75.0,23.0,14.0,23.0,560
432.0,18.0,24.0,0.5787037037037037,75.0,112.0,44.0,9.0,31.0,560
285.0,14.0,20.357142857142858,0.5578947368421052,44.0,70.0,7.0,17.0,22.0,560
374.0,14.0,26.714285714285715,0.5133689839572193,46.0,93.0,43.0,18.0,29.0,560
242.0,11.0,22.0,0.6570247933884298,30.0,67.0,21.0,15.0,19.0,560
327.0,12.0,27.25,0.6116207951070336,42.0,86.0,24.0,16.0,35.0,560
253.0,10.0,25.3,0.6205533596837944,35.0,65.0,33.0,12.0,7.0,560
258.0,13.0,19.846153846153847,0.5930232558139535,30.0,65.0,25.0,15.0,25.0,560
211.0,14.0,15.071428571428571,0.6635071090047393,27.0,38.0,23.0,11.0,14.0,560
392.0,14.0,28.0,0.5229591836734694,48.0,86.0,28.0,13.0,25.0,560
361.0,14.0,25.785714285714285,0.5207756232686981,33.0,101.0,27.0,19.0,18.0,560
189.0,9.0,21.0,0.6878306878306878,16.0,47.0,17.0,10.0,10.0,560
333.0,23.0,14.478260869565217,0.5675675675675675,45.0,88.0,40.0,23.0,40.0,560
226.0,11.0,20.545454545454547,0.7433628318584071,26.0,62.0,15.0,10.0,8.0,560
247.0,9.0,27.444444444444443,0.659919028340081,25.0,63.0,19.0,14.0,19.0,560
272.0,11.0,24.727272727272727,0.5882352941176471,42.0,76.0,16.0,14.0,21.0,560
364.0,17.0,21.41176470588235,0.5769230769230769,34.0,111.0,29.0,16.0,23.0,560
213.0,8.0,26.625,0.6525821596244131,25.0,58.0,14.0,15.0,15.0,560
382.0,10.0,38.2,0.6099476439790575,45.0,102.0,36.0,29.0,31.0,560
191.0,5.0,38.2,0.6387434554973822,22.0,44.0,15.0,10.0,21.0,560
406.0,17.0,23.88235294117647,0.5197044334975369,33.0,105.0,34.0,15.0,27.0,560
253.0,9.0,28.11111111111111,0.6086956521739131,29.0,63.0,20.0,9.0,20.0,560
261.0,12.0,21.75,0.6168582375478927,24.0,85.0,19.0,11.0,12.0,560
292.0,11.0,26.545454545454547,0.6267123287671232,39.0,75.0,25.0,15.0,18.0,560
239.0,12.0,19.916666666666668,0.6527196652719666,22.0,66.0,28.0,9.0,17.0,560
365.0,27.0,13.518518518518519,0.5506849315068493,50.0,97.0,31.0,19.0,40.0,560
180.0,12.0,15.0,0.6833333333333333,22.0,43.0,9.0,8.0,23.0,560
328.0,15.0,21.866666666666667,0.5426829268292683,42.0,89.0,17.0,17.0,28.0,560
381.0,12.0,31.75,0.5643044619422573,35.0,112.0,45.0,14.0,13.0,560
212.0,5.0,42.4,0.6132075471698113,19.0,52.0,26.0,7.0,18.0,560
317.0,16.0,19.8125,0.6971608832807571,34.0,87.0,35.0,12.0,22.0,560
374.0,14.0,26.714285714285715,0.4786096256684492,41.0,92.0,25.0,16.0,24.0,560
238.0,10.0,23.8,0.6554621848739496,34.0,59.0,18.0,18.0,18.0,560
384.0,13.0,29.53846153846154,0.5026041666666666,48.0,97.0,30.0,21.0,36.0,560
204.0,9.0,22.666666666666668,0.6176470588235294,22.0,57.0,14.0,10.0,13.0,560
232.0,5.0,46.4,0.603448275862069,27.0,64.0,14.0,8.0,15.0,560
237.0,10.0,23.7,0.620253164556962,25.0,73.0,18.0,8.0,14.0,560
259.0,14.0,18.5,0.5444015444015444,22.0,65.0,14.0,14.0,17.0,560
329.0,15.0,21.933333333333334,0.6352583586626139,24.0,105.0,41.0,13.0,12.0,560
421.0,19.0,22.157894736842106,0.6342042755344418,67.0,107.0,34.0,21.0,45.0,560
247.0,8.0,30.875,0.6720647773279352,28.0,55.0,22.0,16.0,17.0,560
320.0,13.0,24.615384615384617,0.56875,47.0,86.0,21.0,22.0,24.0,560
302.0,13.0,23.23076923076923,0.6622516556291391,35.0,87.0,24.0,12.0,11.0,560
233.0,6.0,38.833333333333336,0.5836909871244635,31.0,64.0,18.0,14.0,17.0,560
296.0,9.0,32.888888888888886,0.6047297297297297,25.0,77.0,29.0,16.0,18.0,560
246.0,11.0,22.363636363636363,0.6341463414634146,35.0,64.0,21.0,11.0,17.0,560
279.0,10.0,27.9,0.6129032258064516,30.0,50.0,17.0,12.0,23.0,560
357.0,20.0,17.85,0.5658263305322129,35.0,97.0,30.0,29.0,19.0,560
420.0,17.0,24.705882352941178,0.580952380952381,55.0,93.0,30.0,34.0,47.0,560
302.0,11.0,27.454545454545453,0.5529801324503312,40.0,79.0,24.0,16.0,20.0,560
311.0,13.0,23.923076923076923,0.5466237942122186,54.0,78.0,16.0,21.0,29.0,560
329.0,13.0,25.307692307692307,0.574468085106383,43.0,77.0,30.0,17.0,23.0,560
263.0,9.0,29.22222222222222,0.6311787072243346,26.0,77.0,17.0,10.0,19.0,560
214.0,5.0,42.8,0.5934579439252337,39.0,54.0,10.0,6.0,17.0,560
326.0,13.0,25.076923076923077,0.598159509202454,36.0,78.0,22.0,24.0,19.0,560
288.0,8.0,36.0,0.5659722222222222,36.0,65.0,18.0,13.0,23.0,560
339.0,15.0,22.6,0.6106194690265486,41.0,94.0,29.0,17.0,16.0,560
216.0,9.0,24.0,0.6527777777777778,17.0,66.0,20.0,7.0,12.0,560
198.0,6.0,33.0,0.6414141414141414,31.0,58.0,10.0,8.0,13.0,560
358.0,15.0,23.866666666666667,0.6089385474860335,50.0,92.0,35.0,20.0,28.0,560
187.0,7.0,26.714285714285715,0.6631016042780749,20.0,49.0,10.0,13.0,11.0,560
286.0,15.0,19.066666666666666,0.5909090909090909,43.0,59.0,24.0,16.0,28.0,560
350.0,13.0,26.923076923076923,0.5828571428571429,43.0,88.0,28.0,23.0,18.0,560
171.0,6.0,28.5,0.6374269005847953,18.0,44.0,21.0,7.0,19.0,560
323.0,7.0,46.142857142857146,0.5696594427244582,46.0,90.0,17.0,16.0,26.0,560
207.0,12.0,17.25,0.6376811594202898,23.0,61.0,18.0,14.0,14.0,560
164.0,9.0,18.22222222222222,0.6646341463414634,21.0,42.0,12.0,8.0,8.0,560
136.0,8.0,17.0,0.6617647058823529,13.0,44.0,11.0,5.0,6.0,560
202.0,11.0,18.363636363636363,0.6386138613861386,28.0,55.0,16.0,9.0,16.0,560
252.0,6.0,42.0,0.6388888888888888,37.0,69.0,30.0,15.0,17.0,560
265.0,8.0,33.125,0.6377358490566037,30.0,74.0,18.0,14.0,17.0,560
229.0,14.0,16.357142857142858,0.62882096069869,25.0,49.0,19.0,12.0,21.0,560
291.0,12.0,24.25,0.6185567010309279,38.0,77.0,23.0,9.0,20.0,560
326.0,12.0,27.166666666666668,0.6104294478527608,32.0,89.0,29.0,8.0,15.0,560
280.0,13.0,21.53846153846154,0.5964285714285714,32.0,75.0,20.0,16.0,23.0,560
380.0,8.0,47.5,0.5631578947368421,33.0,100.0,45.0,13.0,33.0,560
407.0,16.0,25.4375,0.5995085995085995,39.0,110.0,42.0,23.0,24.0,560
298.0,8.0,37.25,0.6040268456375839,27.0,92.0,30.0,12.0,11.0,560
317.0,11.0,28.818181818181817,0.580441640378549,45.0,71.0,16.0,23.0,27.0,560
371.0,13.0,28.53846153846154,0.5876010781671159,46.0,94.0,31.0,19.0,23.0,560
242.0,13.0,18.615384615384617,0.5950413223140496,34.0,74.0,14.0,9.0,12.0,560
345.0,11.0,31.363636363636363,0.5391304347826087,34.0,88.0,26.0,23.0,25.0,560
246.0,6.0,41.0,0.556910569105691,40.0,52.0,14.0,18.0,27.0,560
384.0,14.0,27.428571428571427,0.5026041666666666,37.0,91.0,38.0,21.0,25.0,560
199.0,5.0,39.8,0.6834170854271356,20.0,51.0,19.0,14.0,15.0,560
270.0,14.0,19.285714285714285,0.6444444444444445,34.0,73.0,15.0,15.0,13.0,560
193.0,14.0,13.785714285714286,0.6839378238341969,27.0,52.0,13.0,13.0,14.0,560
389.0,16.0,24.3125,0.5089974293059126,47.0,90.0,37.0,9.0,28.0,560
290.0,14.0,20.714285714285715,0.5862068965517241,36.0,68.0,18.0,16.0,23.0,560
315.0,10.0,31.5,0.5650793650793651,37.0,83.0,23.0,14.0,24.0,560
311.0,9.0,34.55555555555556,0.5916398713826366,42.0,81.0,21.0,18.0,28.0,560
340.0,10.0,34.0,0.5735294117647058,45.0,93.0,21.0,7.0,28.0,560
194.0,9.0,21.555555555555557,0.6855670103092784,25.0,53.0,17.0,6.0,9.0,560
311.0,12.0,25.916666666666668,0.5305466237942122,27.0,81.0,22.0,18.0,27.0,560
273.0,11.0,24.818181818181817,0.6373626373626373,31.0,76.0,17.0,18.0,14.0,560
210.0,7.0,30.0,0.6666666666666666,17.0,55.0,26.0,12.0,14.0,560
271.0,15.0,18.066666666666666,0.6088560885608856,27.0,70.0,28.0,14.0,17.0,560
246.0,13.0,18.923076923076923,0.6260162601626016,25.0,62.0,16.0,14.0,12.0,560
363.0,27.0,13.444444444444445,0.5702479338842975,44.0,74.0,24.0,30.0,25.0,560
244.0,8.0,30.5,0.5819672131147541,26.0,67.0,20.0,11.0,14.0,560
261.0,18.0,14.5,0.6360153256704981,32.0,65.0,21.0,13.0,14.0,560
216.0,14.0,15.428571428571429,0.6759259259259259,25.0,49.0,17.0,15.0,16.0,560
290.0,14.0,20.714285714285715,0.596551724137931,31.0,86.0,20.0,13.0,14.0,560
293.0,12.0,24.416666666666668,0.5870307167235495,36.0,74.0,24.0,19.0,27.0,560
390.0,19.0,20.526315789473685,0.5435897435897435,50.0,98.0,28.0,29.0,32.0,560
392.0,21.0,18.666666666666668,0.5561224489795918,42.0,95.0,41.0,16.0,30.0,560
387.0,22.0,17.59090909090909,0.5503875968992248,41.0,105.0,32.0,18.0,28.0,560
212.0,11.0,19.272727272727273,0.6745283018867925,25.0,61.0,18.0,13.0,19.0,560
409.0,20.0,20.45,0.5550122249388753,46.0,100.0,34.0,28.0,34.0,560
540.0,12.0,45.0,0.49074074074074076,72.0,145.0,29.0,31.0,29.0,560
139.0,7.0,19.857142857142858,0.6618705035971223,19.0,45.0,9.0,4.0,10.0,560
288.0,12.0,24.0,0.5694444444444444,34.0,65.0,8.0,14.0,17.0,560
333.0,11.0,30.272727272727273,0.5375375375375375,37.0,91.0,19.0,23.0,25.0,560
217.0,8.0,27.125,0.6728110599078341,23.0,56.0,16.0,16.0,14.0,560
392.0,17.0,23.058823529411764,0.5306122448979592,41.0,105.0,46.0,16.0,25.0,560
305.0,12.0,25.416666666666668,0.6295081967213115,44.0,84.0,28.0,10.0,20.0,560
226.0,11.0,20.545454545454547,0.6371681415929203,24.0,67.0,28.0,9.0,13.0,560
336.0,10.0,33.6,0.5833333333333334,46.0,97.0,12.0,11.0,31.0,560
375.0,13.0,28.846153846153847,0.56,33.0,116.0,39.0,13.0,14.0,560
291.0,14.0,20.785714285714285,0.5807560137457045,33.0,74.0,20.0,15.0,14.0,560
392.0,21.0,18.666666666666668,0.5229591836734694,54.0,92.0,35.0,26.0,36.0,560
478.0,19.0,25.157894736842106,0.4895397489539749,51.0,126.0,33.0,30.0,31.0,560
213.0,13.0,16.384615384615383,0.5821596244131455,35.0,50.0,12.0,15.0,18.0,560
208.0,10.0,20.8,0.6490384615384616,17.0,65.0,17.0,11.0,10.0,560
385.0,16.0,24.0625,0.6311688311688312,54.0,103.0,29.0,23.0,28.0,560
202.0,10.0,20.2,0.6534653465346535,24.0,54.0,17.0,3.0,16.0,560
301.0,18.0,16.72222222222222,0.627906976744186,37.0,86.0,19.0,11.0,27.0,560
294.0,15.0,19.6,0.7040816326530612,31.0,71.0,18.0,26.0,19.0,560
329.0,9.0,36.55555555555556,0.5592705167173252,43.0,80.0,29.0,28.0,30.0,560
256.0,11.0,23.272727272727273,0.5859375,32.0,75.0,27.0,10.0,17.0,560
155.0,9.0,17.22222222222222,0.6580645161290323,13.0,43.0,15.0,5.0,17.0,560
249.0,5.0,49.8,0.6265060240963856,26.0,76.0,17.0,10.0,15.0,560
227.0,6.0,37.833333333333336,0.5859030837004405,30.0,57.0,19.0,11.0,21.0,560
202.0,8.0,25.25,0.5841584158415841,20.0,60.0,19.0,6.0,12.0,560
209.0,13.0,16.076923076923077,0.6698564593301436,27.0,64.0,20.0,8.0,11.0,560
268.0,10.0,26.8,0.6604477611940298,20.0,76.0,28.0,19.0,19.0,560
308.0,6.0,51.333333333333336,0.5454545454545454,33.0,80.0,20.0,13.0,24.0,560
218.0,6.0,36.333333333333336,0.6376146788990825,24.0,63.0,17.0,10.0,14.0,560
236.0,9.0,26.22222222222222,0.6779661016949152,36.0,55.0,20.0,13.0,20.0,560
356.0,15.0,23.733333333333334,0.5926966292134831,52.0,104.0,27.0,16.0,12.0,560
304.0,15.0,20.266666666666666,0.569078947368421,41.0,78.0,15.0,15.0,17.0,560
244.0,10.0,24.4,0.6311475409836066,21.0,55.0,28.0,16.0,23.0,560
194.0,11.0,17.636363636363637,0.6907216494845361,26.0,51.0,16.0,18.0,20.0,560
239.0,6.0,39.833333333333336,0.606694560669456,32.0,54.0,28.0,10.0,16.0,560
248.0,19.0,13.052631578947368,0.6895161290322581,30.0,74.0,25.0,13.0,18.0,560
240.0,11.0,21.818181818181817,0.6333333333333333,29.0,71.0,18.0,8.0,23.0,560
304.0,15.0,20.266666666666666,0.6019736842105263,32.0,88.0,26.0,7.0,15.0,560
433.0,13.0,33.30769230769231,0.5404157043879908,48.0,105.0,30.0,23.0,31.0,560
192.0,10.0,19.2,0.6614583333333334,20.0,51.0,11.0,10.0,10.0,560
213.0,9.0,23.666666666666668,0.6338028169014085,25.0,56.0,17.0,10.0,22.0,560
263.0,12.0,21.916666666666668,0.6577946768060836,39.0,65.0,17.0,16.0,22.0,560
205.0,7.0,29.285714285714285,0.6682926829268293,35.0,56.0,16.0,14.0,19.0,560
298.0,16.0,18.625,0.5771812080536913,41.0,82.0,25.0,17.0,21.0,560
375.0,16.0,23.4375,0.56,46.0,93.0,24.0,18.0,30.0,560
379.0,16.0,23.6875,0.5303430079155673,47.0,93.0,21.0,14.0,27.0,560
251.0,13.0,19.307692307692307,0.6095617529880478,30.0,66.0,24.0,10.0,21.0,560
294.0,17.0,17.294117647058822,0.5612244897959183,41.0,77.0,16.0,31.0,16.0,560
303.0,14.0,21.642857142857142,0.5445544554455446,41.0,76.0,15.0,12.0,27.0,560
454.0,18.0,25.22222222222222,0.5506607929515418,57.0,109.0,45.0,28.0,32.0,560
223.0,9.0,24.77777777777778,0.5650224215246636,22.0,65.0,25.0,9.0,11.0,560
248.0,14.0,17.714285714285715,0.5806451612903226,34.0,69.0,9.0,11.0,16.0,560
279.0,6.0,46.5,0.6415770609318996,29.0,76.0,32.0,13.0,20.0,560
236.0,15.0,15.733333333333333,0.7076271186440678,30.0,69.0,25.0,10.0,7.0,560
574.0,14.0,41.0,0.4721254355400697,46.0,145.0,37.0,39.0,43.0,560
196.0,8.0,24.5,0.6224489795918368,27.0,46.0,13.0,13.0,17.0,560
200.0,10.0,20.0,0.645,28.0,47.0,10.0,14.0,12.0,560
314.0,14.0,22.428571428571427,0.6719745222929936,34.0,85.0,27.0,15.0,19.0,560
328.0,15.0,21.866666666666667,0.6189024390243902,42.0,81.0,24.0,21.0,17.0,560
329.0,9.0,36.55555555555556,0.5653495440729484,33.0,95.0,37.0,11.0,18.0,560
364.0,13.0,28.0,0.6071428571428571,38.0,95.0,31.0,18.0,20.0,560
297.0,17.0,17.470588235294116,0.6195286195286195,40.0,69.0,24.0,21.0,33.0,560
345.0,16.0,21.5625,0.5826086956521739,37.0,90.0,21.0,26.0,20.0,560
234.0,4.0,58.5,0.5598290598290598,24.0,59.0,11.0,16.0,15.0,560
261.0,14.0,18.642857142857142,0.6666666666666666,26.0,70.0,18.0,15.0,17.0,560
356.0,10.0,35.6,0.5926966292134831,49.0,95.0,21.0,14.0,24.0,560
434.0,11.0,39.45454545454545,0.5207373271889401,58.0,125.0,38.0,23.0,37.0,560
204.0,9.0,22.666666666666668,0.6127450980392157,29.0,52.0,10.0,8.0,23.0,560
340.0,17.0,20.0,0.538235294117647,40.0,77.0,31.0,29.0,26.0,560
382.0,18.0,21.22222222222222,0.5916230366492147,37.0,92.0,44.0,20.0,26.0,560
218.0,7.0,31.142857142857142,0.6192660550458715,26.0,56.0,12.0,11.0,14.0,560
231.0,7.0,33.0,0.5974025974025974,21.0,70.0,32.0,7.0,15.0,560
459.0,12.0,38.25,0.5206971677559913,52.0,98.0,26.0,31.0,44.0,560
254.0,7.0,36.285714285714285,0.7125984251968503,26.0,74.0,18.0,8.0,16.0,560
363.0,15.0,24.2,0.581267217630854,43.0,98.0,24.0,22.0,27.0,560
220.0,10.0,22.0,0.6181818181818182,29.0,47.0,21.0,9.0,17.0,560
299.0,13.0,23.0,0.5752508361204013,26.0,84.0,23.0,15.0,11.0,560
342.0,13.0,26.307692307692307,0.5906432748538012,54.0,71.0,26.0,19.0,29.0,560
353.0,12.0,29.416666666666668,0.6062322946175638,40.0,95.0,23.0,20.0,23.0,560
243.0,6.0,40.5,0.6790123456790124,21.0,63.0,28.0,11.0,19.0,560
208.0,11.0,18.90909090909091,0.6442307692307693,25.0,52.0,16.0,16.0,12.0,560
250.0,11.0,22.727272727272727,0.676,30.0,66.0,25.0,15.0,11.0,560
380.0,19.0,20.0,0.5736842105263158,43.0,96.0,29.0,15.0,20.0,560
222.0,6.0,37.0,0.5990990990990991,32.0,58.0,12.0,6.0,22.0,560
337.0,11.0,30.636363636363637,0.5637982195845698,31.0,96.0,34.0,4.0,22.0,560
306.0,9.0,34.0,0.630718954248366,29.0,87.0,21.0,12.0,18.0,560
